brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
Metronaut,Men Slim Fit Jeans,574,2299,0.75,4.3,25
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
SIMON CARTER LONDON,Men Slim Fit Jeans,2144,3299,0.35,4.2,42
HERE&NOW,Men Slim Fit Jeans,1832,3899,0.53,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1832,3899,0.53,4.2,42
Hardsoda by The Indian Garage Co,Slim Fit Stretchable Jeans,539,1999,0.73,4.2,42
Metronaut,Men Slim Fit Jeans,574,2299,0.75,4.2,42
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
glitchez,Men Slouchy  Fit Pleated Jeans,483,2199,0.78,4,63
HERE&NOW,Men Slim Fit Jeans,2066,3899,0.47,1.5,8
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,1.5,8
RARE RABBIT,Men Slim Fit Cotton Jeans,3023,5399,0.44,3.9,39
HERE&NOW,Men Mid-Rise Straight Jeans,1799,3599,0.5,3.9,39
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Mr Bowerbird,Men Tapered Fit Mid-Rise Jeans,2159,4499,0.52,4.3,264
Pepe Jeans,Men Slim Fit Jeans,2149,4299,0.5,4.3,26
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2149,4299,0.5,4.3,26
SPYKAR,Men Slim Fit Low-Rise Jeans,1949,3899,0.5,4.3,26
Wrangler,Men Slim Fit Light Fade Jeans,2149,4299,0.5,4.3,26
Calvin Klein Jeans,Men Slim Fit Jeans,2149,4299,0.5,4.3,26
glitchez,Men Slim Fit Jeans,526,1699,0.69,3.7,22
HERE&NOW,Men Relaxed Fit Mid-Rise Jeans,1719,3999,0.57,3.7,22
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Moda Rapido,Men Regular Fit Mid-Rise Jeans,454,1299,0.65,2.5,24
Pepe Jeans,Men Jeans,2149,4299,0.5,2.5,24
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,2.5,24
Metronaut,Men Slim Fit Jeans,574,2299,0.75,2.5,24
SZN,Men Jogger Mid-Rise Jeans,506,1299,0.61,2.3,12
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,506,1299,0.61,2.3,12
HERE&NOW,Men Straight Fit Jeans,1721,4099,0.58,2.3,12
SZN,Men Regular Fit Mid-Rise Jeans,519,1299,0.6,2.3,12
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans,2069,2999,0.31,4.2,579
Flying Machine,Men Cotton Skinny Fit Jeans,2134,3499,0.39,4.2,579
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4.2,579
SPYKAR,Men Stretchable Jeans,2119,5299,0.6,3.6,11
Pepe Jeans,Men Slim Fit Stretchable Jeans,2384,5299,0.55,3.6,11
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Metronaut,Men Slim Fit Jeans,574,2299,0.75,4,6
HERE&NOW,Men Regular Fit Mid-Rise Jeans,1676,3899,0.57,4,6
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Flying Machine,Men Slim Fit Jeans,2134,3499,0.39,3.8,16
Metronaut,Men Slim Fit Jeans,574,2299,0.75,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
HERE&NOW,Men Jeans,1871,3599,0.48,4.6,5
SPYKAR,Men Mid-Rise Jeans,1799,5999,0.7,4.4,37
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1799,5999,0.7,4.4,37
WAIMEA,Men Skinny Fit Jeans,2099,6999,0.7,4.4,37
VAN HEUSEN DENIM LABS,Men Skinny Fit Mid Rise Jeans,2099,2999,0.3,3.5,6
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
HERE&NOW,Men Jogger Jeans,1469,3499,0.58,2.3,12
LINDBERGH,Men Skinny Fit Jeans,2499,4999,0.5,2.3,12
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2499,4999,0.5,2.3,12
AD By Arvind,Mid-Rise Slim Fit Jeans,2099,2799,0.25,2.3,12
HERE&NOW,Heavy Fade Cotton Jeans,1695,3199,0.47,2.3,12
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
DENIMLOOK,Men Mid-Rise Relaxed Fit Jeans,599,2499,19,3.5,31
VAN HEUSEN DENIM LABS,Men Cotton Regular Fit Jeans,2099,2999,0.3,3.5,31
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.5,31
HERE&NOW,Men Relaxed Fit Jeans,1709,3799,0.55,3.5,31
Flying Machine,Men Slim Fit Jeans,2134,3499,0.39,3.5,31
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
V-Mart,Men Regular Fit Mid-Rise Jeans,1478,2899,0.49,4.3,264
AWACK,Men Regular Fit Jeans,2099,2999,0.3,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2099,2999,0.3,4.3,264
Flying Machine,Men Slim Fit Mid-Rise Jeans,2134,3499,0.39,4.3,264
HERE&NOW,Men Regular Fit Mid-Rise Jeans,1427,3399,0.58,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,1427,3399,0.58,4.3,264
Louis Philippe Jeans,Men Slim Fit Low-Rise Jeans,2064,3499,0.41,4.5,6
MaverIQ,Men Baggy Mid-Rise Jeans,493,1299,0.62,4.5,6
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
FUBAR,Men Slim Fit Clean Look Jeans,479,2499,20.2,3.6,145
Pepe Jeans,Men Slim Fit Low-Rise Jeans,2299,4599,0.5,3.6,145
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,3.6,145
Metronaut,Men Slim Fit Jeans,574,2299,0.75,3.6,145
Pepe Jeans,Men Super Skinny Fit Jeans,1977,4599,0.57,3.6,145
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1977,4599,0.57,3.6,145
Being Human,Light Fade Stretchable Jeans,2105,3899,0.46,3.6,145
Peter England Casuals,Men Slim Fit Jeans,2045,3299,0.38,3.6,145
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Louis Philippe Jeans,Men Slim Fit Jeans,2069,2999,0.31,3.9,31
Pepe Jeans,Men Vapour Slim Fit Jeans,2299,4599,0.5,3,8
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3,8
Pepe Jeans,Men Slim Fit Stretchable Jeans,2069,4599,0.55,4.3,78
EVERBLUE,Men Regular Fit Jeans,2199,5499,33,4.3,78
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
French Connection,Men Regular Fit Mid-Rise Jeans,2049,4099,0.5,4.5,11
SPYKAR,Men Tapered Fit Cotton Jeans,1529,5099,0.7,4,24
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
U.S. Polo Assn. Denim Co.,Men Regallo Skinny Fit Jeans,1393,3399,0.59,3.8,16
bigbanana,Plus Size Men Cotton Jeans,1781,3299,0.46,4.3,92
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Flying Machine,Men Mid-Rise Slim Fit Jeans,2134,3499,0.39,4.6,5
COMFITS,Men Jeans,470,1299,8.29,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,470,1299,8.29,4.6,5
Pepe Jeans,Men Mid-Rise Stretchable Jeans,2024,4499,0.55,4.3,53
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,2039,2999,0.32,4.2,27
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
FUGAZEE,Men Flared Jeans,1999,3999,0.5,4.2,42
Wrangler,Men Skinny Fit Low-Rise Jeans,1999,3999,0.5,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1999,3999,0.5,4.2,42
HERE&NOW,Regular Fit Mid-Rise Jeans,1455,2799,0.48,2,25
SPYKAR,Men Slim Fit Mid-Rise Jeans,1999,3999,0.5,2,25
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
FUGAZEE,Men Mid-Rise Denim Jeans,1999,3999,0.5,4,63
WAIMEA,Men Skinny Stretchable Jeans,1999,4999,0.6,4,6
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,6
Wrangler,Men Tapered Fit Jeans,1999,3999,0.5,4,6
Pepe Jeans,Men Skinny Fit Cotton Jeans,2024,4499,0.55,3.9,18
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
FREAKINS,Relaxed Fit Heavy Fade Jeans,2099,5799,37,4,5
Metronaut,Boyfriend Fit Mid-Rise Jeans,497,1299,8.02,4,5
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,497,1299,8.02,4,5
SHOWOFF,Men Straight Fit Jeans,1999,4998,0.6,4,5
Metronaut,Men Relaxed Fit Mid-Rise Jeans,498,1299,8.01,4,5
Calvin Klein Jeans,Men Slim Fit Jeans,498,1299,8.01,4,5
Campus Sutra,Men Jeans,587,2799,0.79,4,5
SPYKAR,Men Heavy Fade Cotton Jeans,1999,4999,0.6,4,5
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
YOUTHIX,Men High-Rise Baggy Jeans,1275,2199,0.42,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
EVERBLUE,Men Tapered Slim Fit Jeans,2099,5199,31,4.2,130
Flying Machine,Mid-Rise Straight Fit Jeans,2012,3299,0.39,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2012,3299,0.39,4.2,130
SPYKAR,Men Slim Fit Mid-Rise Jeans,1999,3999,0.5,4.2,130
THE BEAR HOUSE,Men Skinny Fit Jeans,1999,3999,0.5,4.2,130
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
DENNISON,Baggy Fit Carpenter Jeans,1999,4999,0.6,3.9,31
Snitch,Baggy Fit Mid-Rise Denim Jeans,1999,4999,0.6,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
Pepe Jeans,Men Tapered Fit Low-Rise Jeans,1999,3999,0.5,4.3,19
Wrangler,Men Low-Rise Stretchable Jeans,2149,4999,0.57,4.3,19
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
FUGAZEE,Men Wide Leg Mid-Rise Jeans,1999,3999,0.5,4.1,25
Being Human,Men Jeans,1999,3999,0.5,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
HERE&NOW,Men Relaxed Fit Denim Cargo,1499,3599,21,4.2,53
SPYKAR,Men Skinny Fit Low-Rise Jeans,2199,5499,0.6,2.2,13
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Arrow New York,Men Slim Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
FUGAZEE,Men Wide Leg Mid-Rise Jeans,1999,3999,0.5,4.6,5
Being Human,Men Jeans,1999,3999,0.5,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1999,3999,0.5,4.6,5
HERE&NOW,Men Relaxed Fit Denim Cargo,1499,3599,21,4.2,53
SPYKAR,Men Skinny Fit Low-Rise Jeans,2199,5499,0.6,2.2,13
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Flying Machine,Men Slim Fit Mid-Rise Jeans,2159,2999,0.28,4.2,42
SPYKAR,Men Heavy Fade Jeans,1999,4999,0.6,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1999,4999,0.6,4.2,42
FUGAZEE,Highly Distressed Jeans,1999,3999,0.5,4.2,42
FREAKINS,Men Straight Fit Jeans,1999,4199,22,3.9,83
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
SPYKAR,Men Skinny Fit Low-Rise Jeans,1999,4999,0.6,3.4,11
Pepe Jeans,Men Slim Fit Low-Rise Jeans,1999,3999,0.5,4.9,9
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.9,9
YOUTHIX,Baggy Low-Rise denim pants,1829,2999,0.39,4.9,9
SZN,Men Mid-Rise Jeans,519,1299,0.6,4.9,9
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Flying Machine,Men Slim Fit Jeans,1879,3999,0.53,4.3,264
COMFITS,Men Relaxed Fit Jeans,469,1299,8.3,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,469,1299,8.3,4.3,264
YOUTHIX,Men Baggy Pure Cotton Jeans,469,1299,8.3,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,469,1299,8.3,4.3,264
WAIMEA,Men Stretchable Jeans,1999,4999,0.6,4.3,264
FREAKINS,Men Mid-Rise Cargo Jeans,1999,4899,29,4.4,55
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
SPYKAR,Men Relaxed Fit Cotton Jeans,1499,4999,0.7,3.9,122
VOLTEDGE,Men Baggy Fit Jeans,1999,3999,0.5,3.9,122
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,3.9,122
StyleCast x Revolte,Men Wide Leg Jeans,1967,4099,0.52,3.9,122
LINARIA,Men Relaxed Fit Jeans,470,1299,8.29,3.9,122
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,470,1299,8.29,3.9,122
COMFITS,Men Regular Fit Jeans,469,1299,8.3,3.9,122
FREAKINS,Men Straight Fit Cotton Jeans,2099,5199,31,4.2,51
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
The Pant Project,Plus Size Stretchable Jeans,1990,3490,15,3.9,31
VOLTEDGE,Men Baggy Fit Jeans,1800,3999,0.54,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
StyleCast,Men Wide Leg Mid-Rise Jeans,1979,4399,0.55,3.9,31
Flying Machine,Men Straight Fit Jeans,1575,3499,0.54,4.4,112
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
SPYKAR,Men Skinny Fit Low-Rise Jeans,1999,4999,0.6,4.1,25
Moda Rapido,Men Jeans,481,1299,0.62,2.6,38
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
SHOWOFF,Tapered Fit Mid-Rise Jeans,2119,5298,0.6,3.8,16
LINARIA,Men Relaxed Fit Jeans,611,1299,0.52,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Roadster,Men Regular Fit Jeans,571,1299,0.56,4.3,85
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
SHOWOFF,Men Relaxed Fit Low-Rise Jeans,1959,4898,0.6,4.6,5
Flying Machine,Men Slim Fit Jeans,2012,3299,0.39,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2012,3299,0.39,4.6,5
LINARIA,Men Cotton Relaxed Fit Jeans,468,1299,8.31,4.6,5
United Colors of Benetton,Men Slim Fit Heavy Fade Jeans,1799,2999,0.4,3.8,6
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Flying Machine,Men Tapered Fit Jeans,1800,3999,0.54,3.9,21
LINARIA,Men Mid-Rise Jeans,490,1299,8.09,3.9,21
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,490,1299,8.09,3.9,21
SZN,Men Skinny Fit Mid-Rise Jeans,415,1299,0.68,3.9,21
Forca,Men Tapered Fit Mid-Rise Jeans,1949,2999,0.35,3.9,21
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
SPYKAR,Men Slim Fit Low-Rise Jeans,1649,5499,0.7,3.5,13
U.S. Polo Assn. Denim Co.,Men Slim Fit Stretchable Jeans,2309,3499,0.34,4,70
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,70
Pepe Jeans,Men Slim Fit Jeans,1934,4299,0.55,4.3,76
Flying Machine,Men Tapered Fit Mid-Rise Jeans,1919,2999,0.36,4.3,76
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Peter England,Mid-Rise Slim Fit Jeans,1949,2599,0.25,4.3,14
SHOWOFF,Men Straight Fit Low-Rise Jeans,1919,4798,0.6,4.3,14
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1919,4798,0.6,4.3,14
Louis Philippe Jeans,Men Slim Fit Mid - Rise Jeans,1931,2799,0.31,4.3,14
VAN HEUSEN DENIM LABS,Men Cotton Light Fade Jeans,1959,2799,0.3,4.3,14
Calvin Klein Jeans,Men Slim Fit Jeans,1959,2799,0.3,4.3,14
SZN,Men Relaxed Fit Mid-Rise Jeans,506,1299,0.61,4.3,14
Pepe Jeans,Men Tapered Fit Low-Rise Jeans,2063,4299,0.52,3.4,12
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Flying Machine,Men Relaxed Fit Jeans,1919,2999,0.36,1.8,5
LINARIA,Men Cargo Styles Jeans,611,1299,0.52,1.8,5
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,1.8,5
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2249,2999,0.25,1.8,5
StyleCast,Men Wide Leg Cotton Jeans,1913,4349,0.56,3.1,16
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1913,4349,0.56,3.1,16
Pepe Jeans,Men Slim Fit Jeans,1899,3799,0.5,3.9,10
Kailash art and creation,Men Slim Fit Mid-Rise Jeans,1899,3799,0.5,3.9,10
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
SPYKAR,Men Distress Stretchable Jeans,1919,4799,0.6,3.9,31
EVERBLUE,Men Cotton Jeans,2049,5099,30.5,4.8,6
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4.8,6
SPYKAR,Light Fade Stretchable Jeans,1749,3499,0.5,4.8,6
SPYKAR,Men Mid-Rise Jeans,1289,4299,0.7,3.8,10
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Nautica,Men Relaxed Fit Mid-Rise Jeans,1899,3799,0.5,3.9,14
United Colors of Benetton,Men Heavy Fade Jeans,2474,4499,0.45,3.5,13
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
FREAKINS,Men Straight Fit Cotton Jeans,1999,4899,29,3.9,23
U.S. Polo Assn. Denim Co.,Mid-Rise Slim Fit Jeans,2249,2999,0.25,3.9,23
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
The Pant Project,Men Slim Fit Chinos Trousers,1990,3490,15,4.6,5
LINARIA,Men Relaxed Fit Jeans,470,1299,8.29,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,470,1299,8.29,4.6,5
ether,Men Tapered Jeans,1899,3799,0.5,3.6,5
United Colors of Benetton,Men Tapered Fit Jeans,2699,4499,0.4,4.3,19
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Lee,Men Cotton Skinny Fit Jeans,1979,4399,0.55,4.2,42
Metronaut,Men Slim Fit Jeans,574,2299,0.75,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,574,2299,0.75,4.2,42
StyleCast x Revolte,Heavy Fade Coloured Jeans,1871,3899,0.52,4.2,42
ZUSH,Men Cotton Regular Fit Jeans,1890,3500,0.46,4.7,7
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Voi Jeans,Light Fade Stretchable Jeans,2027,3899,0.48,4,63
Louis Philippe Jeans,Men Slim Fit Stretchable Jeans,2069,2999,0.31,3.7,12
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.7,12
Roadster,Men Fit Mid-Rise Jeans,1691,3599,0.53,3.7,12
KPOP,Men Slim Fit Jeans,1867,4149,0.55,3.7,12
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
ZUSH,Men Plus Size Mid-Rise Jeans,1890,3500,0.46,4,23
THE BEAR HOUSE,Men Skinny Fit Jeans,1890,3500,0.46,4,23
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1890,3500,0.46,4,23
COMFITS,Men Jogger Cargo Jeans,488,1299,8.11,2.6,8
Lee,Men Stretchable Cotton Jeans,1979,4399,0.55,3.8,13
Calvin Klein Jeans,Men Slim Fit Jeans,1979,4399,0.55,3.8,13
AWACK,Regular Fit High-Rise Jeans,1889,2999,0.37,3.8,13
Flying Machine,Men Slim Fit Jeans,2012,3299,0.39,3.8,13
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Freeform by High Star,Plus Size Men Mid-Rise Jeans,1861,3799,0.51,3.9,11
Peter England Casuals,Mid-Rise Slim Fit Jeans,1859,2999,0.38,3.9,11
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,3.9,11
AWACK,Men Slim Fit High Rise Jeans,1889,2999,0.37,3.9,11
Flying Machine,Men Slim Fit Mid-Rise Jeans,2134,3499,0.39,3.9,11
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2134,3499,0.39,3.9,11
LINARIA,Men Slim Fit Jeans,418,1299,8.81,3.9,11
Roadster,Cotton Lightly Faded Jeans,1611,3099,0.48,3.9,11
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
SHOWOFF,Men Straight Fit Low-Rise Jeans,1999,4998,0.6,3.9,31
Flying Machine,Men Super Skinny Fit Jeans,1800,3999,0.54,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
Monte Carlo,Men Slim Fit Jeans,1704,3099,0.45,4.4,5
COMFITS,Heavy Fade Stretchable Jeans,418,1299,8.81,4.4,5
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Pepe Jeans,Men Slim Fit Low-Rise Jeans,1839,4599,0.6,4.3,27
French Connection,Men Slim Fit Light Fade Jeans,1738,3699,0.53,4.3,27
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Being Human,Men Slim Fit Jeans,1889,3499,0.46,3.8,16
Pepe Jeans,Men Skinny Fit Low-Rise Jeans,1839,4599,0.6,4.1,35
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
FREAKINS,Men Pure Cotton Jeans,1999,4799,28,4.3,46
Nautica,Men Slim Fit Low-Rise Jeans,1977,4599,0.57,4.3,119
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1977,4599,0.57,4.3,119
LINARIA,Men Skinny Fit Jeans,417,1299,8.82,4.3,119
COMFITS,Men Regular Fit Jeans,418,1299,8.81,4.3,119
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
COMFITS,Men Mid-Rise Stretchable Jeans,380,1299,9.19,4.2,42
Pepe Jeans,Men Slim Fit Jeans,1839,4599,0.6,4.5,22
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1839,4599,0.6,4.5,22
RARE RABBIT,Men Sam Carrot Fit Jeans,2749,5499,0.5,4.2,30
COMFITS,Men Regular Fit Mid-Rise Jeans,379,1299,9.2,4.2,30
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Flying Machine,Men Tapered Fit  Jeans,1829,2999,0.39,4.4,9
Cantabil,Men Mid-Rise Denim Jeans,1799,3999,0.55,4.4,9
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.4,9
Peter England Casuals,Men Tapered Fit Jeans,1799,1999,0.1,4.4,9
Mr Bowerbird,Men Tapered Fit Jeans,2114,4499,0.53,4.4,9
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
RAGZO,Men Relaxed Fit Cotton Jeans,880,3999,0.77,4,155
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,2079,3999,0.48,4,155
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2079,3999,0.48,4,155
Flying Machine,Men Tapered Fit Jeans,1800,3999,0.54,4.6,16
RAGZO,Men Relaxed Fit Jeans,880,3999,0.77,4.1,62
Calvin Klein Jeans,Men Slim Fit Jeans,880,3999,0.77,4.1,62
Klub Fox,Men Skinny Fit Jeans,1799,4599,28,4.1,62
SHOWOFFFF,Men Relaxed Fit Low-Rise Jeans,1959,4898,0.6,4.1,62
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
StyleCast,Loose Fit Cargo Styles Jeans,1799,3599,0.5,4.2,130
LINARIA,Men Skinny Fit Jeans,418,1299,8.81,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
Freeform by High Star,Plus Size Men Mid-Rise Jeans,1819,3499,0.48,4.1,15
SZN,Men Slim Fit Mid-Rise Jeans,415,1299,0.68,2.8,5
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,415,1299,0.68,2.8,5
StyleCast x Revolte,Men Relaxed Fit Mid-Rise Jeans,1793,3899,0.54,2.8,5
LINARIA,Men Slim Fit Light Fade Jeans,420,1299,8.79,2.8,5
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
SZN,Men Mid-Rise Jeans,519,1299,0.6,3.9,31
nostrum,Men Mid-Rise Baggy Fit Jeans,519,1299,0.6,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
AMERICAN EAGLE OUTFITTERS,Men Skinny Fit Jeans,1349,2999,0.55,3.9,31
Cantabil,Men Straight Fit Jeans,1799,3999,0.55,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Snitch,Straight Fit Mid-Rise Jeans,1399,2799,0.5,4.1,25
Pepe Jeans,Men Stretchable Jeans,1799,3599,0.5,4.4,70
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Pepe Jeans,Men Slim Fit Stretchable Jeans,1799,3599,0.5,4.1,70
Cantabil,Men Regular Fit Mid-Rise Jeans,1799,3999,0.55,4.1,70
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
AMERICAN EAGLE OUTFITTERS,Men Mid-Rise Slim Fit Jeans,2249,2999,0.25,4.6,5
Snitch,Relaxed Fit Mid-Rise Jeans,2249,2999,0.25,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2249,2999,0.25,4.6,5
United Colors of Benetton,Men Skinny Fit Jeans,2699,4499,0.4,4.3,12
Cantabil,Mid-Rise Slim Fit Jeans,1799,3999,0.55,4.3,12
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Cantabil,Light Fade Stretchable Jeans,1799,3999,0.55,4.2,42
